restaurant_name,restaurant_url,review_url_location,review_page_number,star_rating,review_lang,review_date,review_text,word_count,char_count,reviewer_name,reviewer_location,reviewer_friend_count,reviewer_review_count,reviewer_photo_count,reviewer_has_profile_image
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,11,5.0,en,12/15/2024,Liz's service was amazing! She kept checking in on us to make sure we were doing well and the service was super speedy!,23,119,Kayleigh G.,"Janesville, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,12/14/2024,Very good popcorn! Liz was a very respectful waitress that checked on us consistenlt. Def recommend,16,99,Leeah D.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,12/14/2024,"Liz E was great, beer cold ambiance beautiful Liz made sure that we were taken care of throughout our experience and made sure we stayed refresh! 10/10 all around.",29,163,Catherine W.,"Bolingbrook, IL",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,12/13/2024,Server Maggie is stellar! Food and vibe also great. Will definitely come back when in Milwaukee again.,17,102,Bruce C.,"West Bank, Minneapolis, MN",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,12/13/2024,We had a great evening. Maggie was an outstanding server. Thanks Maggie!  Chipotle chicken avocado sandwich was excellent.,18,122,Jennifer R.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,12/13/2024,Food was delicious. Had the Cajun dry rub wings and they were amazing. Server Maggie was excellent and very attentive. She should definitely win the contest.,26,157,Ben C.,"Los Angeles, CA",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,12/8/2024,"This place surpassed my expectations on several fronts.  My friend ordered a pizza and the sauce has amazing flavor ( the bar a pizza has to top for me).I ordered a Nashville chicken bowl. Served over flavored rice done to perfection, it was the right choice. Great atmosphere and music piped in as well. Worth your time",57,320,Michael H.,"Madison, WI",4,33,2,1
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,12/7/2024,Maggie was the best. Fixed our soda issue when the soda gun had to be replaced. Attentive even tnough the bar was bust during a big college game. Great service- hope we get her as a server next time!,39,199,Katie R.,"Bronzeville, Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,12/7/2024,"Maggie was our server today, she was very very nice and the bar has awesome food options!",17,89,Kylee F.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,11/30/2024,Doug was amazing and did a fantastic job serving us. Go Marquette and Go Bucks. Giannis for MVP.,18,96,Nathan M.,"Muskego, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,12,5.0,en,11/30/2024,doug did a great job! go mu! defense defense lock down! shaka the world!jop train choo choo,17,91,Mikey D.,"Milwaukee, WI",0,2,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/30/2024,"Great food, great atmosphere, and great service. Many TVs for viewing the game, house cocktails, with a big bar. Thanks Doug!",21,125,Andy B.,"Clayton, MO",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/30/2024,"We went for brunch before a Marquette game, and it was great! Our server Doug was great and gave recommendations on food: We had the bottomless mimosas per his recommendation and it is such a great deal. Breakfast burrito, berry pancakes, and burger! Doug was very attentive and filled our drinks often. 10/10 experience and great music was played!",59,348,Maggie P.,"Avenues West, Milwaukee, WI",9,3,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/24/2024,"Boy oh boy, lemme tell ya about Doug. Talk about service! 10/10 would go again! Food was great, service even better!",21,116,Jack B.,"Roseville, MN",26,2,0,1
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/24/2024,"Awesome food, even better service. Our server Doug had great suggestions for food and he was spot on with everything. Started with the pretzel sticks and bechamel cheese sauce. I would highly recommend and you too will be amazed. This was again by our server Doug's suggestion and again, he was 100% right. The burgers were delish and the fries aren't to be missed. Almost didn't stop in to Oak Barrel... So glad we did and we'll be back! P.S. Thank you Doug!",83,459,Christine F.,"Milwaukee, WI",30,15,4,1
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/24/2024,Doug provided amazing service. The popcorn and cheesecurds are to die for.  The atmosphere is very fun.,17,103,Andrea H.,"Manhattan, IL",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/24/2024,Service was amazing from Doug. He was very friendly and helpful with menu choices. Will be back to try more food items and hope to see Doug again.,28,146,Sarah K.,"Volo, IL",0,2,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/24/2024,Doug was amazing and such a great vibe. Took care of me and my girl to the tea and the atmosphere was top noche! Would definitely come back to get served by him again!,34,167,Jennifer G.,"College Heights, Milwaukee, WI",88,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/24/2024,"Shoutout Doug. Best service, amazing food, vibes were up 10/10 would come back for him.",15,87,Kiara M.,"Bronzeville, Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/24/2024,Excellent Service !! Doug was fantastic!! Endless mimosas were great and the food was too.,15,90,Jenni G.,"Vermillion, SD",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,13,5.0,en,11/24/2024,Awesome service and atmosphere! Group of 7 came in for bottomless mimosas before a flight. Doug made sure we had everything we needed all morning and even gave a correct opinion about Game of Thrones!Will be back if we're ever in Milwaukee!,42,240,Nathaniel T.,"Bronzeville, Milwaukee, WI",0,1,1,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/24/2024,"Food was great, bottomless mimosas were bottomless, Doug was a tremendous and friendly server",14,93,Sean K.,"Bloomingdale, IL",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/24/2024,DOUG IS THE BEST!! He was so nice and so fun and so on top of everything!! 10/10 recommend!,19,91,Beth P.,"Lakeville, MN",135,4,0,1
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/24/2024,"We had a great time! Doug was a great server, made great recommendations and made our time super fun. Food was great too!",23,121,Aidan M.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/24/2024,Great vibes all around! Our server truly knew what was on the menu and had great recommendations. Great atmosphere and music. Our server Doug was the bomb.com!!!!,27,162,Morgan W.,"Milwaukee, WI",0,2,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/22/2024,"Great experience at Oak Barrel for dinner before a Bucks game. We had a group of 6 and they were able to seat us right away due to the large amount of seating available.Our waitress, Maggie, was amazing! She had wonderful recommendations (she advised we get two orders of cheese curds and we were very happy we did!) and was very attentive. Food and drinks were delicious. 10/10 experience!",69,390,JoJo O.,"Cascade, IA",126,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/22/2024,"love Oak Barrel  ...they take RESERVATIONS ...big help before Bucks games!!  good energy without being too loud. always good food seeved quickly.  Dont miss the brussels sprouts.  Great impossible burger.  Friendy, well trained staff and Maggie made it especially fun.",40,268,Julie P.,"Tomahawk, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/22/2024,Maggie was out server and was terrific. I highly recommend Oak Barrel for their food and you should ask for Maggie!,21,115,Jim P.,"San Francisco, CA",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/21/2024,Our server Doug greeted us quickly and was very welcoming and attentive.  We had never been here before and he suggested the cheese curds which were the best we ever had!  He checked on us often and had such a friendly spirit!  Thanks for the great service Doug!,48,262,Kimberly M.,"Westown, Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/14/2024,Our server Maggie made the night. She was attentive and made our experience very fun. The bartender (Kyle?) was very friendly and checked on us as well. Great atmosphere and the food was wonderful.,34,197,Kathy S.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,14,5.0,en,11/14/2024,Maggie was the sweetest server! Very friendly and attentive. We would love to come back!,15,88,Karen F.,"San Francisco, CA",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,11/10/2024,Food was delicious! The cheese curds were amazing! Liz was our server and her recommendations as well as the prompt service made us definitely want to come back!,28,161,Gina G.,"West Milwaukee, WI",0,3,1,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,11/10/2024,"We recently had the pleasure to have the Oak Barrel Public House host our daughter's wedding rehearsal dinner.  We had a private event space that contained a great bar and plenty of seating.  They can accommodate up to 80 people.  We had 52.  There was great food on the buffet that we chose - cheese burger sliders, meat lover's pizza, chicken tenders, house salad, and the best Mac and cheese.  All of the attendees raved about the Mac and cheese.  But the best part were the bartenders, Evan and Bertha.  They were so friendly and efficient.  Bertha made sure that the buffet never went empty.  We really can't say enough about how professional they were.  We had over 50 people and they all were so pleased with the food, the drinks, and the excellent staff.  Also a big kudos to Mackenzie, the event planner, who helped coordinate the event.",149,846,Peter Y.,"Davenport, FL",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,"11/9/2024
            





Updated review",i love christine! best bartender ever!! give her 20 raises! literally onlg reason i ckme to this god damn restaurant is cchrstine (and kailey but... shes now with another awesome restaurant),31,190,Laura R.,"Bronzeville, Milwaukee, WI",0,2,3,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,"6/17/2024
            
Previous review","Stopped in on a Saturday night; received amazing service from Christine, Amanda, and Avery at the bar! Quick service, great drinks, and fun atmosphere. Will definitely return soon!",28,180,Kailey S.,"Itasca, IL",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,"11/9/2024
            





Updated review",Maggie and Calla were amazing servers! They were super attentive and fast. Our food was great!!!,16,96,Justine P.,"Bronzeville, Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,"10/25/2024
            
Previous review",Maggie is the best!! I loved my food and drinks so much! Would definitely come back!!!!,16,87,Molly L.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,11/8/2024,Bacon popcorn is so tasty - what a treat! Maggie was the best server. Will be back!!!,17,85,Nicole P.,"Milwaukee, WI",127,1,1,1
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,11/7/2024,"They serve very cool food. Maggie was our server, and she was great. Very engaging about the menu. We talked to her more than usual too, fun conversation, made the meal that much better!",34,186,Chris O.,"Bloomington, IL",50,2,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,11/7/2024,I love Oak Barrel!! Had such a great experience with Maggie and Calla! Will definitely be back soon,18,99,Clare S.,"Milwaukee, WI",0,1,1,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,15,5.0,en,11/4/2024,My friends and I stopped at oak barrel for a quick bite to eat on our trip to Milwaukee. We were blown away by the food and excellent service. Big shout out to Calla and Maggie for all of the great service!,42,206,Ben E.,"University, Saint Paul, MN",0,1,1,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,11/2/2024,"We stopped in for a quick meal and drink while visiting Milwaukee -- the food was great, drinks were unique, and the service from Maggie was top tier!",28,150,McKenzie B.,"Breinigsville, PA",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,11/1/2024,We love this place! Food is amazing and Maggie is the absolute sweetest. Best server we've had!,17,95,Jenna C.,"Lake View East, Chicago, IL",50,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,10/27/2024,"I was here this past Saturday and had the best time! The food was excellent and the atmosphere was very festive. My waitress, Ella, was very welcoming and attentive to our needs. I couldn't have asked for a better server! I will definitely be returning!!",45,254,Lil D.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,"10/27/2024
            





Updated review","We went to Oak Barrel last night and our server Maggie was awesome! She knows the menu well and had great recommendations. I got the Giannis to drink and the Wisco Burger, without the thick bacon- both were delicious.",39,217,Jessica H.,"Tampa Bay, FL",0,2,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,"7/6/2024
            
Previous review",Maggie was so great! Very knowledgeable on food options and super friendly! She made the experience a good one and the food was good too. Would recommend!,27,154,Stephanie M.,"Avenues West, Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,10/26/2024,"Maggie was the best server. To be honest I was having a horrible day and she made it amazing. Super sweet and an amazing personality. I really didn't like Wisconsin before I met her at oak barrel, now I'm coming back!",41,217,Jeffrey M.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,10/26/2024,"Maggie made our experience so great. We enjoyed our time visiting Wisconsin, and she enhanced our experience.",17,109,Sarah B.,"IN, IN",0,2,2,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,10/26/2024,Good burgers and the popcorn is cooked in bacon fat. Ask for Maggie. Very friendly and attentive to her customers.,20,114,Steven A.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,10/19/2024,"Maggie was terrific!!!  Very attentive and she was hustling too.  Liked that you get popcorn as soon as you sit down.Great burgers too. They are served with 2 patties and very manageable to eat!Great fries Great location- walking distance to Fiserv, Panther Arena and Miller High Life TheatreWill go back and hope to have Maggie serve us.",57,338,Tom L.,"Issaquah, WA",0,3,2,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,16,5.0,en,10/19/2024,Great food and even better Old Fashions! Maggie was our group's waitress and she was stellar!,16,93,Colton W.,"Eau Claire, WI",0,1,0,1
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,10/15/2024,"Finally got to try Oak Barrel for the first time with our family tonight and everything was delicious! Very cozy even though they were busy and our server, Ella, was absolutely fantastic as well. We will definitely be back again soon!",41,234,Amy K.,"San Francisco, CA",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,10/12/2024,"Stopped in on a recommendation from a friend. Good food, Maggie was a fabulous server, really made the visit 5/5!",20,113,Trevor F.,"Plover, WI",0,6,1,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,10/11/2024,our food was absolutely AMAZING. our server Maggie was so sweet and gave us the best recommendations. she made our experience amazing. I WILL be coming back thanks to her:),30,172,danielle s.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,10/11/2024,Awesome for a Friday night! Our server Maggie recommended the Caprese pizza and it was incredible!,16,98,Natalie H.,"Honolulu, HI",0,3,2,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,10/11/2024,"Visiting for a work conference and this place was wonderful.  Easy short menu, good drinks, and great service!!  Bubby took great care of us; of course - you gotta have the cheese curds.  Thanks Bubby!!",35,202,Dan K.,"Menifee, CA",0,13,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,10/4/2024,"Good food, tasty cocktails and Maggie is a rock star server! Cool patio, would definitely recommend.",16,100,Jake M.,"Eagan, MN",28,2,0,1
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,10/2/2024,"Food was great. Liz was our server, she was nice and personable. She made sure we had our drinks and refills. She checked on us often. Cheese curds were tasty!",30,159,Ariana Z.,"Shorewood, WI",0,1,1,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,9/30/2024,"This place is great! Kalie is Awesome! Bestest waitress Eva!  She is wicked Smaaart!  Have a hazy Rabbit, you won't be disappointed!",22,132,Kenneth T.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,9/30/2024,Kailey was an amazing server and she treated us very well! We visited from Boston and loved this restaurant! Thank you Kailey for your great service and kindness!,28,162,Marquis L.,"Quincy, MA",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,17,5.0,en,9/30/2024,"Kailey was awesome, super attentive. Excellent food, recommend the Brussel sprouts and pretzels!",13,96,Bozemanite M.,"Belgrade, MT",0,3,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/30/2024,"Kailey S.  Is the best server ever!! Great food, bacon on everything love it!  Best cheese curds ever!",18,102,Kelly N.,"Suwanee, GA",295,2,0,1
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/30/2024,thanks to Kailey for the birthday ice cream!!!! the food was delicious and the drinks were great!!,17,98,Mackenzie R.,"Bloomingdale, IL",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/30/2024,Kailey S was a ourserver.  She did​ a excellent job.  Food was good too. Nice seating outside.,17,94,Michael D.,"Center - Tyler Industrial Park, Mentor, OH",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/29/2024,"Our waitress was AMAZING, very nice and attentive, definitely made the experience a 10/10 would go again and ask for Liz!! The popcorn was a nice different thing, and the cheese curds were really good, and the burger tasted great. It was cool different vibe with 3 floors with an outside seating as well.",54,304,Gabriel Z.,"South Milwaukee, WI",0,1,2,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/23/2024,"Great food, I had the French onion dip and pepperoni pizza. Also great service from Kailey S.",17,93,Chris J.,"Downtown, Nashville-Davidson metropolitan government (balance), TN",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/23/2024,"Food was amazing! Kailey was an amazing server! Will definitely be back. Nashville Hot chicken sandwich was so good, not too spicy!",22,131,Colton B.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/21/2024,"Alex was a great server she excelled. She was timely, very kind and made our experience!",16,88,Matt H.,"Hingham, MA",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/21/2024,Our server Alex was a 10/10!!!! Highly recommend. They have the best bottomless mimosas and food.,16,97,Izzh R.,"Milwaukee, WI",0,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/20/2024,Came here tonight with some friends and the food was delightful! Our waitress Maggie was so knowledgeable about the food and really personable. 10/10 would come here again.,28,172,Gabriela P.,"Walker's Point, Milwaukee, WI",10,1,0,0
Oak Barrel Public House,https://www.yelp.com/biz/oak-barrel-public-house-milwaukee,https://www.yelp.com/not_recommended_reviews/oak-barrel-public-house-milwaukee?not_recommended_start=0,18,5.0,en,9/20/2024,"Maggie is the BEST!!! Such a fun waitress, super high energy and so sweet!!! Food is so good!! The Bang Bang chicken and cheese curd appetizers were a hit!",29,155,Lindsey K.,"IL, IL",0,1,0,0
